"","YYYY","MM_DD","ATMP"
"928",1988,"6-11",4
"929",1988,"6-12",5.1
"930",1988,"6-13",4.4
"931",1988,"6-14",4.4
"932",1988,"6-15",4.3
"933",1988,"6-16",4.7
"934",1988,"6-17",3.9
"935",1988,"6-18",3.5
"936",1988,"6-19",2.9
"937",1988,"6-20",2
"938",1988,"6-21",4.8
"939",1988,"6-22",3.5
"940",1988,"6-23",4.4
"941",1988,"6-24",6
"942",1988,"6-25",5.5
"943",1988,"6-26",5.9
"944",1988,"6-27",5.9
"945",1988,"6-28",5.8
"946",1988,"6-29",6.6
"947",1988,"6-30",6.7
"948",1988,"7-1",7
"949",1988,"7-2",6.5
"950",1988,"7-3",6.6
"951",1988,"7-4",6.7
"952",1988,"7-5",6.6
"953",1988,"7-6",7
"954",1988,"7-7",7.4
"955",1988,"7-8",7
"956",1988,"7-9",7.4
"957",1988,"7-10",7.4
"958",1988,"7-11",8.2
"959",1988,"7-12",7.5
"960",1988,"7-13",7.1
"961",1988,"7-14",6.3
"962",1988,"7-15",5.5
"963",1988,"7-16",5.7
"964",1988,"7-17",7.8
"965",1988,"7-18",7.9
"966",1988,"7-19",8.2
"967",1988,"7-20",7.9
"968",1988,"7-21",7.8
"969",1988,"7-22",7.5
"970",1988,"7-23",8.3
"971",1988,"7-24",7.5
"972",1988,"7-25",7.5
"973",1988,"7-26",7.4
"974",1988,"7-27",8.7
"975",1988,"7-28",8.6
"976",1988,"7-29",8.7
"977",1988,"7-30",8.3
"978",1988,"7-31",9.7
"979",1988,"8-1",9.6
"980",1988,"8-2",9.1
"981",1988,"8-3",9.3
"982",1988,"8-4",8.6
"983",1988,"8-5",8.7
"984",1988,"8-6",9
"985",1988,"8-7",8.3
"986",1988,"8-8",9
"987",1988,"8-9",8.7
"988",1988,"8-10",8.7
"989",1988,"8-11",9.1
"990",1988,"8-12",9
"991",1988,"8-13",8
"992",1988,"8-14",8.6
"993",1988,"8-15",9.4
"994",1988,"8-16",8.8
"995",1988,"8-17",8.7
"996",1988,"8-18",9.1
"997",1988,"8-19",8.7
"998",1988,"8-20",9
"999",1988,"8-21",8.7
"1000",1988,"8-22",9
"1001",1988,"8-23",9.4
"1002",1988,"8-24",9.4
"1003",1988,"8-25",9
"1004",1988,"8-26",8.7
"1005",1988,"8-27",9
"1006",1988,"8-28",8.2
"1007",1988,"8-29",8.2
"1008",1988,"8-30",7.2
"1009",1988,"8-31",7.1
"1010",1988,"9-1",6.7
"1011",1988,"9-2",7.5
"1012",1988,"9-3",7.1
"1013",1988,"9-4",8.3
"1014",1988,"9-5",7.9
"1015",1988,"9-6",7.9
"1016",1988,"9-7",8
"1017",1988,"9-8",7.9
"1018",1988,"9-9",7.8
"1019",1988,"9-10",6.7
"1020",1988,"9-11",8.2
"1021",1988,"9-12",7.9
"1022",1988,"9-13",8.6
"1023",1988,"9-14",7.9
"1024",1988,"9-15",8.2
"1025",1988,"9-16",NA
"1026",1988,"9-17",7.9
"1027",1988,"9-18",8.2
"1028",1988,"9-19",8.2
"1029",1988,"9-20",4.9
"1030",1988,"9-21",6.3
"1031",1988,"9-22",8.3
"1032",1988,"9-23",7.9
"1033",1988,"9-24",7.5
"1034",1988,"9-25",6.5
"1035",1988,"9-26",7
"1036",1988,"9-27",6.2
"1037",1988,"9-28",7.1
"1038",1988,"9-29",7.9
"1039",1988,"9-30",7.4
"1040",1988,"10-1",7.5
"1041",1988,"10-2",7.4
"1042",1988,"10-3",5.1
"1043",1988,"10-5",5.9
"1044",1988,"10-6",5.9
"1045",1988,"10-7",5.2
"1046",1988,"10-8",7.5
"1047",1988,"10-9",5.1
"1048",1988,"10-10",5.2
"1049",1988,"10-11",5.1
"1050",1988,"10-12",5.2
"1051",1988,"10-13",5
"1052",1988,"10-14",5.2
"1053",1988,"10-15",7.1
"1054",1988,"10-16",7.1
"1055",1988,"10-17",6.6
"1056",1988,"10-18",6.3
"1057",1988,"10-19",5.5
"1058",1988,"10-20",5.2
"1059",1988,"10-21",5.6
"1060",1988,"10-22",5.5
"1061",1988,"10-23",3.1
"1062",1988,"10-24",3.1
"1063",1988,"10-25",3.9
"1064",1988,"10-26",3.9
"1065",1988,"10-27",3.1
"1066",1988,"10-28",4.5
"1067",1988,"10-29",4.3
"1068",1988,"10-30",2.4
"1069",1988,"10-31",2
"1070",1988,"11-1",2.4
"1071",1988,"11-2",0.7
"1072",1988,"11-3",0.9
"1073",1988,"11-5",5.1
"1074",1988,"11-6",2.7
"1075",1988,"11-7",1.4
"1076",1988,"11-8",-0.4
"1077",1988,"11-9",0
"1078",1988,"11-10",-0.3
"1079",1988,"11-11",2.3
"1080",1988,"11-12",2.4
"1081",1988,"11-13",3.9
"1082",1988,"11-14",2.1
"1083",1988,"11-15",0.5
"1084",1988,"11-16",3.9
"1085",1988,"11-17",3.2
"1086",1988,"11-18",2.8
"1087",1988,"11-19",1.3
"1088",1988,"11-20",0
"1089",1988,"11-21",0.9
"1090",1988,"11-22",-2.8
"1091",1988,"11-23",-3.1
"1092",1988,"11-24",-3.4
"1093",1988,"11-25",-3.6
"1094",1988,"11-26",-3.7
"1095",1988,"11-27",-4.1
"1096",1988,"11-28",-3.8
"1097",1988,"11-29",-2
"1098",1988,"11-30",-3.5
"1099",1988,"12-1",-4.5
"1100",1988,"12-2",-5
"1101",1988,"12-3",-5.3
"1102",1988,"12-4",-4
"1103",1988,"12-5",-2.1
"1104",1988,"12-6",-2.9
"1105",1988,"12-7",-1.4
"1106",1988,"12-8",-0.6
"1107",1988,"12-9",-2.3
"1108",1988,"12-10",-2.9
"1109",1988,"12-11",-3.8
"1110",1988,"12-12",-1.2
"1111",1988,"12-13",-1.4
"1112",1988,"12-14",-3.1
"1113",1988,"12-15",-4
"1114",1988,"12-16",-1.9
"1115",1988,"12-17",2.8
"1116",1988,"12-18",1.4
"1117",1988,"12-19",1.7
"1118",1988,"12-20",0.9
"1119",1988,"12-21",0.5
"1120",1988,"12-22",0.8
"1121",1988,"12-23",3.9
"1122",1988,"12-24",2.9
"1123",1988,"12-25",1.7
"1124",1988,"12-26",1.5
"1125",1988,"12-27",-1.1
"1126",1988,"12-28",0.1
"1127",1988,"12-29",0.4
"1128",1988,"12-30",1.6
"1129",1988,"12-31",-1.2
"1130",1989,"1-1",-2.1
"1131",1989,"1-2",-0.6
"1132",1989,"1-3",2.1
"1133",1989,"1-4",2.2
"1134",1989,"1-5",3.1
"1135",1989,"1-6",-1.6
"1136",1989,"1-7",0.2
"1137",1989,"1-8",-4.7
"1138",1989,"1-9",1.3
"1139",1989,"1-10",-7.5
"1140",1989,"1-11",-7.1
"1141",1989,"1-12",-0.4
"1142",1989,"1-13",0
"1143",1989,"1-14",-1.6
"1144",1989,"1-15",-3
"1145",1989,"1-16",-1.5
"1146",1989,"1-17",-0.3
"1147",1989,"1-18",0.5
"1148",1989,"1-19",0.4
"1149",1989,"1-20",-0.6
"1150",1989,"1-21",-0.8
"1151",1989,"1-22",-1.1
"1152",1989,"1-23",-2.4
"1153",1989,"1-24",-5
"1154",1989,"1-25",-8.8
"1155",1989,"1-26",-9.9
"1156",1989,"1-27",-9.8
"1157",1989,"1-28",-7.1
"1158",1989,"1-29",-2.6
"1159",1989,"1-30",-0.3
"1160",1989,"1-31",1.2
"1161",1989,"2-1",2.1
"1162",1989,"2-3",2.1
"1163",1989,"2-4",1.9
"1164",1989,"2-5",2.9
"1165",1989,"2-7",1.7
"1166",1989,"2-8",1.6
"1167",1989,"2-9",1.3
"1168",1989,"2-10",0.4
"1169",1989,"2-11",2.8
"1170",1989,"2-12",2.4
"1171",1989,"2-14",1
"1172",1989,"2-15",2.3
"1173",1989,"2-16",0.8
"1174",1989,"2-17",0.9
"1175",1989,"2-18",0.1
"1176",1989,"2-19",-2.9
"1177",1989,"2-20",-1.6
"1178",1989,"2-21",-0.8
"1179",1989,"2-22",0.6
"1180",1989,"2-23",-1.1
"1181",1989,"2-24",2.9
"1182",1989,"2-25",-2.3
"1183",1989,"2-26",0.8
"1184",1989,"2-27",1.7
"1185",1989,"2-28",1.9
"1186",1989,"3-1",1.6
"1187",1989,"3-2",-1.4
"1188",1989,"3-3",-1.8
"1189",1989,"3-4",-0.4
"1190",1989,"3-5",1.6
"1191",1989,"3-6",2.2
"1192",1989,"3-7",2.4
"1193",1989,"3-8",2.3
"1194",1989,"3-9",2.1
"1195",1989,"3-10",1.7
"1196",1989,"3-11",2.4
"1197",1989,"3-12",0.4
"1198",1989,"3-13",1.3
"1199",1989,"3-14",2.3
"1200",1989,"3-15",2
"1201",1989,"3-16",1.3
"1202",1989,"3-17",0.1
"1203",1989,"3-18",-0.6
"1204",1989,"3-19",-3.3
"1205",1989,"3-20",-3.9
"1206",1989,"3-21",-2.6
"1207",1989,"3-22",-1.5
"1208",1989,"3-23",-0.7
"1209",1989,"3-24",-1.8
"1210",1989,"3-25",-1.4
"1211",1989,"3-26",-2.7
"1212",1989,"3-27",-2.2
"1213",1989,"3-28",-1.8
"1214",1989,"3-29",-0.8
"1215",1989,"3-30",0.5
"1216",1989,"4-1",-2.2
"1217",1989,"4-2",0.2
"1218",1989,"4-3",1
"1219",1989,"4-4",2
"1220",1989,"4-5",1.5
"1221",1989,"4-6",1.7
"1222",1989,"4-7",1.2
"1223",1989,"4-8",1.2
"1224",1989,"4-9",1.2
"1225",1989,"4-10",0.5
"1226",1989,"4-11",2
"1227",1989,"4-12",1.2
"1228",1989,"4-13",0
"1229",1989,"4-14",1.2
"1230",1989,"4-15",-2.2
"1231",1989,"4-16",1.9
"1232",1989,"4-18",-1
"1233",1989,"4-19",0.1
"1234",1989,"4-20",1.7
"1235",1989,"4-21",1.6
"1236",1989,"4-22",1.2
"1237",1989,"4-23",-2.3
"1238",1989,"4-24",-1.8
"1239",1989,"4-25",0.9
"1240",1989,"4-26",0.5
"1241",1989,"4-27",1.6
"1242",1989,"4-28",0.4
"1243",1989,"4-29",0.8
"1244",1989,"4-30",2.5
"1245",1989,"5-1",0.8
"1246",1989,"5-2",2.5
"1247",1989,"5-4",1.3
"1248",1989,"5-5",2
"1249",1989,"5-6",1.4
"1250",1989,"5-7",1.7
"1251",1989,"5-8",2.8
"1252",1989,"5-9",2.4
"1253",1989,"5-10",2
"1254",1989,"5-11",1.6
"1255",1989,"5-12",1.7
"1256",1989,"5-13",0.7
"1257",1989,"5-14",1.2
"1258",1989,"5-15",1.7
"1259",1989,"5-16",1.8
"1260",1989,"5-17",2.5
"1261",1989,"5-18",2.8
"1262",1989,"5-19",3.6
"1263",1989,"5-20",2.8
"1264",1989,"5-22",3.1
"1265",1989,"5-23",2.1
"1266",1989,"5-24",2.7
"1267",1989,"5-25",2.8
"1268",1989,"5-26",2.8
"1269",1989,"5-27",2.1
"1270",1989,"5-28",1.7
"1271",1989,"5-29",2.5
"1272",1989,"5-30",3
"1273",1989,"5-31",2.4
"1274",1989,"6-1",3.9
"1275",1989,"6-2",3.1
"1276",1989,"6-3",2.8
"1277",1989,"6-4",4
"1278",1989,"6-5",4.4
"1279",1989,"6-6",4.8
"1280",1989,"6-7",4.7
"1281",1989,"6-8",4.4
"1282",1989,"6-9",2.4
"1283",1989,"6-10",2.8
"1284",1989,"6-11",5.2
"1285",1989,"6-12",3.1
"1286",1989,"6-13",2.7
"1287",1989,"6-14",3.5
"1288",1989,"6-15",4.8
"1289",1989,"6-16",4.7
"1290",1989,"6-17",5.1
"1291",1989,"6-18",4.7
"1292",1989,"6-19",3.6
"1293",1989,"6-20",3.9
"1294",1989,"6-21",6
"1295",1989,"6-22",5.2
"1296",1989,"6-23",6.9
"1297",1989,"6-24",5.2
"1298",1989,"6-25",5.2
"1299",1989,"6-26",6.6
"1300",1989,"6-27",6.3
"1301",1989,"6-28",6.2
"1302",1989,"6-29",6.4
"1303",1989,"6-30",6.7
"1304",1989,"7-1",5.2
"1305",1989,"7-2",6.6
"1306",1989,"7-3",6.4
"1307",1989,"7-4",6.5
"1308",1989,"7-5",6.9
"1309",1989,"7-6",7.1
"1310",1989,"7-7",7.1
"1311",1989,"7-8",7.4
"1312",1989,"7-9",7.8
"1313",1989,"7-10",7.5
"1314",1989,"7-11",7.1
"1315",1989,"7-12",7.5
"1316",1989,"7-13",7.8
"1317",1989,"7-14",8.2
"1318",1989,"7-15",6.3
"1319",1989,"7-16",7.9
"1320",1989,"7-17",7.1
"1321",1989,"7-18",8.2
"1322",1989,"7-19",8.3
"1323",1989,"7-20",7.1
"1324",1989,"7-21",8.2
"1325",1989,"7-22",7.9
"1326",1989,"7-23",7.5
"1327",1989,"7-24",7.9
"1328",1989,"7-25",8.6
"1329",1989,"7-26",8.7
"1330",1989,"7-27",8.8
"1331",1989,"7-29",9.4
"1332",1989,"7-30",8.6
"1333",1989,"7-31",9
"1334",1989,"8-1",10.2
"1335",1989,"8-2",8.3
"1336",1989,"8-3",10.2
"1337",1989,"8-4",10.2
"1338",1989,"8-5",9.5
"1339",1989,"8-6",9.4
"1340",1989,"8-7",9
"1341",1989,"8-8",9.8
"1342",1989,"8-9",8.9
"1343",1989,"8-10",9.4
"1344",1989,"8-11",10.2
"1345",1989,"8-12",10.5
"1346",1989,"8-13",10.3
"1347",1989,"8-15",8.6
"1348",1989,"8-16",7.9
"1349",1989,"8-19",10.2
"1350",1989,"8-20",10.2
"1351",1989,"8-21",9.8
"1352",1989,"8-22",9.7
"1353",1989,"8-23",9.8
"1354",1989,"8-24",10.2
"1355",1989,"8-25",9.7
"1356",1989,"8-26",9.7
"1357",1989,"8-27",9.8
"1358",1989,"8-29",10.6
"1359",1989,"8-30",9.7
"1360",1989,"8-31",10.5
"1361",1989,"9-1",10.3
"1362",1989,"9-2",9.7
"1363",1989,"9-3",9.4
"1364",1989,"9-4",9.8
"1365",1989,"9-5",9.8
"1366",1989,"9-6",9
"1367",1989,"9-7",9.4
"1368",1989,"9-8",9
"1369",1989,"9-9",9.8
"1370",1989,"9-10",9.4
"1371",1989,"9-11",9.7
"1372",1989,"9-12",9.4
"1373",1989,"9-13",8.7
"1374",1989,"9-14",9
"1375",1989,"9-15",9.4
"1376",1989,"9-16",9
"1377",1989,"9-17",8.6
"1378",1989,"9-18",7.8
"1379",1989,"9-19",7.5
"1380",1989,"9-20",8.9
"1381",1989,"9-21",9.5
"1382",1989,"9-22",7.5
"1383",1989,"9-23",7.1
"1384",1989,"9-24",6.1
"1385",1989,"9-25",6.4
"1386",1989,"9-26",8.4
"1387",1989,"9-27",8.7
"1388",1989,"9-28",8.9
"1389",1989,"9-29",8.7
"1390",1989,"9-30",7.4
"1391",1989,"10-1",7.9
"1392",1989,"10-2",7.9
"1393",1989,"10-3",7
"1394",1989,"10-4",7.5
"1395",1989,"10-5",6.6
"1396",1989,"10-6",5.1
"1397",1989,"10-7",4
"1398",1989,"10-8",5.4
"1399",1989,"10-9",8.6
"1400",1989,"10-10",6.3
"1401",1989,"10-11",5.5
"1402",1989,"10-12",5.9
"1403",1989,"10-13",4.7
"1404",1989,"10-14",5
"1405",1989,"10-15",4.8
"1406",1989,"10-16",5.8
"1407",1989,"10-17",5.9
"1408",1989,"10-18",6.3
"1409",1989,"10-19",6.4
"1410",1989,"10-20",6.6
"1411",1989,"10-21",5.9
"1412",1989,"10-22",7
"1413",1989,"10-23",2.8
"1414",1989,"10-24",5.2
"1415",1989,"10-25",6
"1416",1989,"10-26",5.7
"1417",1989,"10-27",5.5
"1418",1989,"10-28",3.1
"1419",1989,"10-29",3.2
"1420",1989,"10-30",5.1
"1421",1989,"10-31",5.1
"1422",1989,"11-1",3.9
"1423",1989,"11-2",1.9
"1424",1989,"11-3",5.7
"1425",1989,"11-4",4.7
"1426",1989,"11-5",4.3
"1427",1989,"11-6",1
"1428",1989,"11-7",1.6
"1429",1989,"11-8",-0.7
"1430",1989,"11-9",1.9
"1431",1989,"11-10",3.2
"1432",1989,"11-11",3.6
"1433",1989,"11-12",0.7
"1434",1989,"11-13",0.5
"1435",1989,"11-14",1.3
"1436",1989,"11-15",5
"1437",1989,"11-16",-0.5
"1438",1989,"11-17",-1.7
"1439",1989,"11-18",-1.1
"1440",1989,"11-19",1.2
"1441",1989,"11-20",2.8
"1442",1989,"11-21",0.4
"1443",1989,"11-22",-0.5
"1444",1989,"11-23",0.6
"1445",1989,"11-24",-1.1
"1446",1989,"11-25",-1.1
"1447",1989,"11-26",-2.7
"1448",1989,"11-27",1.1
"1449",1989,"11-28",0.4
"1450",1989,"11-29",0.1
"1451",1989,"11-30",0.1
"1452",1989,"12-1",1.7
"1453",1989,"12-2",1.4
"1454",1989,"12-3",0.8
"1455",1989,"12-4",-1.6
"1456",1989,"12-5",-1.5
"1457",1989,"12-6",-0.4
"1458",1989,"12-7",2
"1459",1989,"12-8",2.3
"1460",1989,"12-9",1.7
"1461",1989,"12-10",1.7
"1462",1989,"12-11",1.7
"1463",1989,"12-12",2.4
"1464",1989,"12-13",2.7
"1465",1989,"12-14",3.5
"1466",1989,"12-15",2.3
"1467",1989,"12-16",2.1
"1468",1989,"12-17",2.1
"1469",1989,"12-18",-0.1
"1470",1989,"12-19",1.2
"1471",1989,"12-20",-1.3
"1472",1989,"12-21",2.4
"1473",1989,"12-22",0.1
"1474",1989,"12-23",-2.4
"1475",1989,"12-24",-2.4
"1476",1989,"12-25",-2.6
"1477",1989,"12-26",-1.8
"1478",1989,"12-27",-3.5
"1479",1989,"12-28",-3.6
"1480",1989,"12-29",-0.4
"1481",1989,"12-30",0.6
"1482",1989,"12-31",3.5
"1483",1990,"1-1",2.8
"1484",1990,"1-2",2.5
"1485",1990,"1-3",1.7
"1486",1990,"1-4",1.6
"1487",1990,"1-5",1.2
"1488",1990,"1-6",-1.2
"1489",1990,"1-7",-0.7
"1490",1990,"1-8",-1.5
"1491",1990,"1-9",2.9
"1492",1990,"1-10",0.5
"1493",1990,"1-11",-1
"1494",1990,"1-12",0.5
"1495",1990,"1-13",-0.2
"1496",1990,"1-14",0.1
"1497",1990,"1-15",0
"1498",1990,"1-16",0.8
"1499",1990,"1-17",2.1
"1500",1990,"1-18",0
"1501",1990,"1-19",-1.6
"1502",1990,"1-20",-7.5
"1503",1990,"1-21",-7.4
"1504",1990,"1-22",-4.5
"1505",1990,"1-23",-4.8
"1506",1990,"1-24",-4.2
"1507",1990,"1-25",-4.5
"1508",1990,"1-26",-3
"1509",1990,"1-27",-6.2
"1510",1990,"1-28",0.1
"1511",1990,"1-29",0.5
"1512",1990,"1-30",-0.8
"1513",1990,"1-31",-0.3
"1514",1990,"2-1",-4.3
"1515",1990,"2-2",-2.3
"1516",1990,"2-3",-4.7
"1517",1990,"2-4",-3.7
"1518",1990,"2-5",-2.2
"1519",1990,"2-6",-5.1
"1520",1990,"2-7",-7.4
"1521",1990,"2-8",-6.7
"1522",1990,"2-9",-8.8
"1523",1990,"2-10",-1.9
"1524",1990,"2-11",1
"1525",1990,"2-12",-0.7
"1526",1990,"2-13",-4.3
"1527",1990,"2-14",1.7
"1528",1990,"2-15",1.3
"1529",1990,"2-16",0.5
"1530",1990,"2-17",-1.5
"1531",1990,"2-18",0.3
"1532",1990,"2-19",-3
"1533",1990,"2-20",-6.7
"1534",1990,"2-21",-8.1
"1535",1990,"2-22",-9.4
"1536",1990,"2-23",-9.2
"1537",1990,"2-24",-3.9
"1538",1990,"2-26",-4.2
"1539",1990,"2-27",0.7
"1540",1990,"2-28",0.4
"1541",1990,"3-1",-0.1
"1542",1990,"3-2",-1.8
"1543",1990,"3-3",-4.2
"1544",1990,"3-4",-5.9
"1545",1990,"3-5",-0.8
"1546",1990,"3-6",0
"1547",1990,"3-7",1.3
"1548",1990,"3-8",0.6
"1549",1990,"3-9",-3.9
"1550",1990,"3-10",-3.2
"1551",1990,"3-11",-4.1
"1552",1990,"3-12",-5.3
"1553",1990,"3-13",-5
"1554",1990,"3-14",1.3
"1555",1990,"3-15",3.1
"1556",1990,"3-16",1.2
"1557",1990,"3-17",2.3
"1558",1990,"3-18",2.1
"1559",1990,"3-19",2
"1560",1990,"3-20",2.4
"1561",1990,"3-21",1.6
"1562",1990,"3-22",1.1
"1563",1990,"3-23",2.4
"1564",1990,"3-24",1.7
"1565",1990,"3-25",1.2
"1566",1990,"3-26",1.2
"1567",1990,"3-27",2
"1568",1990,"3-28",1.6
"1569",1990,"3-29",-0.6
"1570",1990,"3-30",0.4
"1571",1990,"3-31",0
"1572",1990,"4-1",0.9
"1573",1990,"4-2",-0.4
"1574",1990,"4-3",-2.6
"1575",1990,"4-4",-1.7
"1576",1990,"4-5",0.1
"1577",1990,"4-6",-2.5
"1578",1990,"4-7",-0.8
"1579",1990,"4-8",1.6
"1580",1990,"4-9",1.7
"1581",1990,"4-10",-0.3
"1582",1990,"4-11",0.5
"1583",1990,"4-12",1.7
"1584",1990,"4-13",1.3
"1585",1990,"4-14",0.2
"1586",1990,"4-15",0.5
"1587",1990,"4-16",-0.3
"1588",1990,"4-17",0.4
"1589",1990,"4-18",-1.9
"1590",1990,"4-19",-2.6
"1591",1990,"4-20",-0.8
"1592",1990,"4-21",0.3
"1593",1990,"4-22",1.6
"1594",1990,"4-23",0.8
"1595",1990,"4-24",0.5
"1596",1990,"4-25",1.4
"1597",1990,"4-26",1
"1598",1990,"4-27",2.7
"1599",1990,"4-28",1.6
"1600",1990,"4-29",1.1
"1601",1990,"5-1",-0.3
"1602",1990,"5-2",1.3
"1603",1990,"5-3",0.8
"1604",1990,"5-4",2.5
"1605",1990,"5-5",2.7
"1606",1990,"5-6",2.4
"1607",1990,"5-7",2.7
"1608",1990,"5-8",2.8
"1609",1990,"5-9",2.9
"1610",1990,"5-10",1.7
"1611",1990,"5-11",3.2
"1612",1990,"5-12",3.2
"1613",1990,"5-13",2.9
"1614",1990,"5-14",2.1
"1615",1990,"5-15",3.5
"1616",1990,"5-16",2.8
"1617",1990,"5-17",2.4
"1618",1990,"5-18",2.9
"1619",1990,"5-19",3.2
"1620",1990,"5-20",3.2
"1621",1990,"5-21",2.4
"1622",1990,"5-22",2.4
"1623",1990,"5-23",2.7
"1624",1990,"5-24",2.8
"1625",1990,"5-25",3.2
"1626",1990,"5-26",3.5
"1627",1990,"5-27",3.6
"1628",1990,"5-28",3
"1629",1990,"5-29",3.5
"1630",1990,"5-30",4
"1631",1990,"5-31",4
"1632",1990,"6-1",4
"1633",1990,"6-2",3.6
"1634",1990,"6-3",4
"1635",1990,"6-4",4.3
"1636",1990,"6-5",4.8
"1637",1990,"6-6",4.8
"1638",1990,"6-7",4.8
"1639",1990,"6-8",5.1
"1640",1990,"6-9",3.2
"1641",1990,"6-10",4.3
"1642",1990,"6-11",5.2
"1643",1990,"6-12",4.6
"1644",1990,"6-13",4.4
"1645",1990,"6-14",5
"1646",1990,"6-15",5.6
"1647",1990,"6-16",4.8
"1648",1990,"6-17",5.2
"1649",1990,"6-18",5.5
"1650",1990,"6-19",5.6
"1651",1990,"6-20",5.2
"1652",1990,"6-21",4.8
"1653",1990,"6-22",5.2
"1654",1990,"6-23",5.1
"1655",1990,"6-24",5.9
"1656",1990,"6-25",5.6
"1657",1990,"6-26",5.5
"1658",1990,"6-27",6.3
"1659",1990,"6-28",6.3
"1660",1990,"6-29",5.4
"1661",1990,"6-30",4.7
"1662",1990,"7-1",7.5
"1663",1990,"7-2",8.2
"1664",1990,"7-3",6.6
"1665",1990,"7-4",7.1
"1666",1990,"7-5",7.5
"1667",1990,"7-6",7.4
"1668",1990,"7-7",7.9
"1669",1990,"7-8",7.9
"1670",1990,"7-9",7
"1671",1990,"7-10",7.5
"1672",1990,"7-11",7.9
"1673",1990,"7-12",7.1
"1674",1990,"7-13",7.8
"1675",1990,"7-14",8.3
"1676",1990,"7-15",8.2
"1677",1990,"7-16",9.4
"1678",1990,"7-17",9
"1679",1990,"7-18",9.4
"1680",1990,"7-19",8.6
"1681",1990,"7-20",8.7
"1682",1990,"7-21",8.7
"1683",1990,"7-22",8.2
"1684",1990,"7-23",8.3
"1685",1990,"7-24",7.9
"1686",1990,"7-25",9.4
"1687",1990,"7-26",7.9
"1688",1990,"7-27",7.5
"1689",1990,"7-28",9
"1690",1990,"7-29",8.9
"1691",1990,"7-30",8.6
"1692",1990,"7-31",7.4
"1693",1990,"8-1",8.3
"1694",1990,"8-2",9
"1695",1990,"8-3",9
"1696",1990,"8-4",9.5
"1697",1990,"8-5",9
"1698",1990,"8-6",9
"1699",1990,"8-7",8.7
"1700",1990,"8-8",8.7
"1701",1990,"8-9",7.9
"1702",1990,"8-10",9
"1703",1990,"8-11",8.6
"1704",1990,"8-12",8.7
"1705",1990,"8-13",9.4
"1706",1990,"8-14",8.9
"1707",1990,"8-15",8.7
"1708",1990,"8-16",8
"1709",1990,"8-17",8.7
"1710",1990,"8-18",9
"1711",1990,"8-19",8.7
"1712",1990,"8-20",9
"1713",1990,"8-21",9
"1714",1990,"8-22",8.7
"1715",1990,"8-23",9.4
"1716",1990,"8-24",8.9
"1717",1990,"8-25",9.7
"1718",1990,"8-26",9.4
"1719",1990,"8-27",9.2
"1720",1990,"8-28",9
"1721",1990,"8-29",9.4
"1722",1990,"8-30",9.4
"1723",1990,"8-31",7.9
"1724",1990,"9-1",8.6
"1725",1990,"9-2",8.7
"1726",1990,"9-3",9.4
"1727",1990,"9-4",9
"1728",1990,"9-5",9
"1729",1990,"9-6",9
"1730",1990,"9-7",8.2
"1731",1990,"9-8",8.9
"1732",1990,"9-9",8.7
"1733",1990,"9-10",7.9
"1734",1990,"9-11",7.4
"1735",1990,"9-12",7.8
"1736",1990,"9-13",8.6
"1737",1990,"9-14",8.6
"1738",1990,"9-15",8.2
"1739",1990,"9-16",7.1
"1740",1990,"9-17",5.6
"1741",1990,"9-18",6
"1742",1990,"9-19",7.9
"1743",1990,"9-20",6.7
"1744",1990,"9-21",7.1
"1745",1990,"9-22",6.6
"1746",1990,"9-23",5.9
"1747",1990,"9-24",5.2
"1748",1990,"9-25",5
"1749",1990,"9-26",3.1
"1750",1990,"9-27",5.2
"1751",1990,"9-28",4.7
"1752",1990,"9-29",4.8
"1753",1990,"9-30",6.6
"1754",1990,"10-1",6.6
"1755",1990,"10-2",7.1
"1756",1990,"10-3",7.1
"1757",1990,"10-4",8.2
"1758",1990,"10-5",7.5
"1759",1990,"10-6",5.6
"1760",1990,"10-7",3.8
"1761",1990,"10-8",5.6
"1762",1990,"10-9",6.7
"1763",1990,"10-10",3.9
"1764",1990,"10-11",3.5
"1765",1990,"10-12",3.9
"1766",1990,"10-13",5.6
"1767",1990,"10-14",5.6
"1768",1990,"10-15",5.8
"1769",1990,"10-16",3.9
"1770",1990,"10-17",6.3
"1771",1990,"10-18",3.7
"1772",1990,"10-19",5.1
"1773",1990,"10-20",1.2
"1774",1990,"10-21",2.8
"1775",1990,"10-22",2.3
"1776",1990,"10-23",2.1
"1777",1990,"10-24",0.6
"1778",1990,"10-25",0
"1779",1990,"10-26",1.3
"1780",1990,"10-27",0.3
"1781",1990,"10-28",1.6
"1782",1990,"10-29",3.5
"1783",1990,"10-30",4.8
"1784",1990,"10-31",4.8
"1785",1990,"11-1",2.1
"1786",1990,"11-2",2.3
"1787",1990,"11-3",5.2
"1788",1990,"11-4",4
"1789",1990,"11-5",3.9
"1790",1990,"11-6",0
"1791",1990,"11-7",2.6
"1792",1990,"11-8",1.7
"1793",1990,"11-9",5.1
"1794",1990,"11-10",1.7
"1795",1990,"11-11",5.1
"1796",1990,"11-12",5.5
"1797",1990,"11-13",4.7
"1798",1990,"11-14",3.4
"1799",1990,"11-15",5.5
"1800",1990,"11-16",6.3
"1801",1990,"11-17",2.8
"1802",1990,"11-18",4.3
"1803",1990,"11-19",2
"1804",1990,"11-20",-0.7
"1805",1990,"11-21",1
"1806",1990,"11-22",2
"1807",1990,"11-23",4
